,EventUrl
0,https://www.stubhub.com/morgan-wallen-tickets/performer/100271016/
1,https://www.stubhub.com/p-nk-tickets/performer/5082/
2,https://www.stubhub.com/bruce-springsteen-tickets/performer/5984/
3,https://www.stubhub.com/billy-joel-tickets/performer/45690/
4,https://www.stubhub.com/dave-matthews-band-tickets/performer/801/
5,https://www.stubhub.com/aerosmith-tickets/performer/10927/
6,https://www.stubhub.com/luke-bryan-tickets/performer/377761/
7,https://www.stubhub.com/hozier-tickets/performer/1493115/
8,https://www.stubhub.com/metallica-tickets/performer/8147/
9,https://www.stubhub.com/tears-for-fears-tickets/performer/32088/
10,https://www.stubhub.com/enrique-iglesias-tickets/performer/4202/
11,https://www.stubhub.com/jonas-brothers-tickets/performer/122918/
12,https://www.stubhub.com/m72-world-tour-tickets/category/150041654/
13,https://www.stubhub.com/arctic-monkeys-tickets/performer/95117/
14,https://www.stubhub.com/madonna-tickets/performer/13127/
15,https://www.stubhub.com/stevie-nicks-tickets/performer/1926/
16,https://www.stubhub.com/morrissey-tickets/performer/13027/
17,https://www.stubhub.com/depeche-mode-tickets/performer/1363/
18,https://www.stubhub.com/guns-n-roses-tickets/performer/6642/
19,https://www.stubhub.com/earth-wind-fire-tickets/performer/2683/
20,https://www.stubhub.com/luis-miguel-tickets/performer/3704/
21,https://www.stubhub.com/rod-stewart-tickets/performer/1263/
22,https://www.stubhub.com/sza-tickets/performer/1500105/
23,https://www.stubhub.com/the-lumineers-tickets/performer/521927/
24,https://www.stubhub.com/the-offspring-tickets/performer/245/
25,https://www.stubhub.com/lionel-richie-tickets/performer/43889/
26,https://www.stubhub.com/tears-for-fears-tickets/performer/32088/
27,https://www.stubhub.com/red-hot-chili-peppers-tickets/performer/7527/
28,https://www.stubhub.com/morrissey-tickets/performer/13027/
29,https://www.stubhub.com/kiss-tickets/performer/13569/
30,https://www.stubhub.com/rebelution-tickets/performer/378266/
31,https://www.stubhub.com/dierks-bentley-tickets/performer/45691/
32,https://www.stubhub.com/the-national-tickets/performer/149243/
33,https://www.stubhub.com/smashing-pumpkins-tickets/performer/137478/
34,https://www.stubhub.com/joe-bonamassa-tickets/performer/196736/
35,https://www.stubhub.com/cigarettes-after-sex-tickets/category/1509432/
36,https://www.stubhub.com/banda-ms-tickets/performer/1494771/
37,https://www.stubhub.com/outlaw-music-festival-tickets/grouping/1523747/
38,https://www.stubhub.com/slightly-stoopid-tickets/performer/124820/
39,https://www.stubhub.com/foreigner-tickets/performer/5572/
40,https://www.stubhub.com/smashing-pumpkins-tickets/performer/137478/
41,https://www.stubhub.com/joe-bonamassa-tickets/performer/196736/
42,https://www.stubhub.com/cigarettes-after-sex-tickets/category/1509432/
43,https://www.stubhub.com/banda-ms-tickets/performer/1494771/
44,https://www.stubhub.com/the-smile-tickets/performer/130182729/
45,https://www.stubhub.com/goo-goo-dolls-tickets/performer/5581/
46,https://www.stubhub.com/five-finger-death-punch-tickets/performer/339237/
47,https://www.stubhub.com/phil-wickham-tickets/performer/1519088/
48,https://www.stubhub.com/chicago-tickets/performer/2724/
49,https://www.stubhub.com/ice-nine-kills-tickets/performer/726541/
50,https://www.stubhub.com/lynyrd-skynyrd-tickets/performer/2004/
51,https://www.stubhub.com/mt-joy-tickets/performer/101673448/
52,https://www.stubhub.com/kirk-franklin-tickets/performer/104417/
53,https://www.stubhub.com/sam-smith-tickets/performer/733792/
54,https://www.stubhub.com/tori-amos-tickets/performer/2782/
55,https://www.stubhub.com/jackson-browne-tickets/performer/4223/
56,https://www.stubhub.com/5-seconds-of-summer-tickets/performer/730847/
57,https://www.stubhub.com/bailey-zimmerman-tickets/category/150016605/
58,https://www.stubhub.com/the-postal-service-tickets/performer/730201/
59,https://www.stubhub.com/kansas-tickets/performer/13828/
60,https://www.stubhub.com/the-postal-service-tickets/performer/730201/
61,https://www.stubhub.com/tori-amos-tickets/performer/2782/
62,https://www.stubhub.com/jackson-browne-tickets/performer/4223/
63,https://www.stubhub.com/5-seconds-of-summer-tickets/performer/730847/
64,https://www.stubhub.com/jordan-davis-tickets/performer/100276147/
65,https://www.stubhub.com/natalie-merchant-tickets/performer/3044/
66,https://www.stubhub.com/diana-krall-tickets/performer/1603/
67,https://www.stubhub.com/3-doors-down-tickets/performer/45239/
68,https://www.stubhub.com/styx-tickets/performer/1523/
69,https://www.stubhub.com/galantis-tickets/performer/1493166/
70,https://www.stubhub.com/niall-horan-tickets/performer/1513514/
71,https://www.stubhub.com/gipsy-kings-tickets/performer/12947/
72,https://www.stubhub.com/nathaniel-rateliff-tickets/performer/735619/
73,https://www.stubhub.com/alejandro-fernandez-tickets/performer/8867/
74,https://www.stubhub.com/tiesto-tickets/performer/116417/
75,https://www.stubhub.com/willie-nelson-tickets/performer/564/
76,https://www.stubhub.com/tash-sultana-tickets/performer/1511048/
77,https://www.stubhub.com/the-head-and-the-heart-tickets/category/495683/
78,https://www.stubhub.com/kenny-loggins-tickets/performer/1598/
79,https://www.stubhub.com/ben-folds-tickets/performer/2623/
80,https://www.stubhub.com/marco-antonio-solis-tickets/performer/126020/
81,https://www.stubhub.com/earth-wind-fire-tickets/performer/2683/
82,https://www.stubhub.com/yellowcard-tickets/performer/25188/
83,https://www.stubhub.com/incubus-tickets/performer/4362/
84,https://www.stubhub.com/ub40-tickets/performer/15247/
85,https://www.stubhub.com/barenaked-ladies-tickets/performer/254/
86,https://www.stubhub.com/royal-blood-tickets/performer/739186/
87,https://www.stubhub.com/zeds-dead-tickets/performer/499665/
88,https://www.stubhub.com/trey-anastasio-tickets/performer/1565/
89,https://www.stubhub.com/maxwell-tickets/performer/2908/
90,https://www.stubhub.com/raye-tickets/performer/1512373/
91,https://www.stubhub.com/beck-tickets/performer/733/
92,https://www.stubhub.com/david-foster-tickets/performer/290737/
93,https://www.stubhub.com/carly-rae-jepsen-tickets/performer/722102/
94,https://www.stubhub.com/jimmy-eat-world-tickets/performer/33289/
95,https://www.stubhub.com/ricky-martin-tickets/performer/86715/
96,https://www.stubhub.com/sad-summer-festival-tickets/grouping/50030141/
97,https://www.stubhub.com/john-legend-tickets/performer/64111/
98,https://www.stubhub.com/mudvayne-tickets/performer/49098/
99,https://www.stubhub.com/bring-me-the-horizon-tickets/performer/383019/
100,https://www.stubhub.com/morgan-wallen-tickets/performer/100271016/
101,https://www.stubhub.com/luke-bryan-tickets/performer/377761/
102,https://www.stubhub.com/hozier-tickets/performer/1493115/
103,https://www.stubhub.com/chris-stapleton-tickets/performer/1493916/
104,https://www.stubhub.com/ca42068
105,https://www.stubhub.com/the-lumineers-tickets/performer/521927/
106,https://www.stubhub.com/red-hot-chili-peppers-tickets/performer/7527/
107,https://www.stubhub.com/sam-hunt-tickets/performer/1497914/
108,https://www.stubhub.com/dierks-bentley-tickets/performer/45691/
109,https://www.stubhub.com/john-mayer-tickets/performer/14867/
110,https://www.stubhub.com/outlaw-music-festival-tickets/grouping/1523747/
111,https://www.stubhub.com/rebelution-tickets/performer/378266/
112,https://www.stubhub.com/cody-johnson-tickets/performer/716230/
113,https://www.stubhub.com/greta-van-fleet-tickets/performer/100271202/
114,https://www.stubhub.com/thomas-rhett-tickets/performer/723372/
115,https://www.stubhub.com/bailey-zimmerman-tickets/category/150016605/
116,https://www.stubhub.com/lynyrd-skynyrd-tickets/performer/2004/
117,https://www.stubhub.com/cake-tickets/performer/2423/
118,https://www.stubhub.com/faye-webster-tickets/performer/100280007/
119,https://www.stubhub.com/john-williams-tickets/performer/5523/
120,https://www.stubhub.com/lyle-lovett-tickets/performer/1588/
121,https://www.stubhub.com/mt-joy-tickets/performer/101673448/
122,https://www.stubhub.com/willie-nelson-tickets/performer/564/
123,https://www.stubhub.com/the-head-and-the-heart-tickets/category/495683/
124,https://www.stubhub.com/tash-sultana-tickets/performer/1511048/
125,https://www.stubhub.com/beck-tickets/performer/733/
126,https://www.stubhub.com/whiskey-myers-tickets/performer/1494397/
127,https://www.stubhub.com/trey-anastasio-tickets/performer/1565/
128,https://www.stubhub.com/nathaniel-rateliff-tickets/performer/735619/
129,https://www.stubhub.com/royal-blood-tickets/performer/739186/
130,https://www.stubhub.com/steve-martin-tickets/performer/186486/
131,https://www.stubhub.com/jordan-davis-tickets/performer/100276147/
132,https://www.stubhub.com/gregory-alan-isakov-tickets/performer/405865/
133,https://www.stubhub.com/the-revivalists-tickets/performer/729508/
134,https://www.stubhub.com/the-mavericks-tickets/performer/731905/
135,https://www.stubhub.com/pentatonix-tickets/performer/724588/
136,https://www.stubhub.com/lee-brice-tickets/performer/492029/
137,https://www.stubhub.com/first-aid-kit-tickets/performer/488102/
138,https://www.stubhub.com/shakey-graves-tickets/performer/729013/
139,https://www.stubhub.com/the-killers-tickets/category/30688/
140,https://www.stubhub.com/zz-top-tickets/performer/7949/
141,https://www.stubhub.com/sea-hear-now-tickets/grouping/50022060/
142,https://www.stubhub.com/lord-huron-tickets/performer/497420/
143,https://www.stubhub.com/dan-shay-tickets/performer/739738/
144,https://www.stubhub.com/stephen-sanchez-tickets/performer/101741202/
145,https://www.stubhub.com/ryan-adams-tickets/performer/4263/
146,https://www.stubhub.com/warren-zeiders-tickets/performer/130001740/
147,https://www.stubhub.com/asking-alexandria-tickets/performer/489784/
148,https://www.stubhub.com/jaime-wyatt-tickets/performer/100310960/
